QUOTE_DATE,UNDERLYING_LAST,EXPIRE_DATE,DTE,STRIKE,C_MID,RF_RATE
2021-07-20,431.07, 2021-08-06,17.0,461.0,0.025,0.0005
2022-02-16,446.65, 2022-04-14,56.96,383.0,66.025,0.0039000000000000003
2021-07-29,440.67, 2022-01-21,176.04,230.0,210.955,0.0006
2021-01-25,384.4, 2021-02-03,9.0,210.0,174.43,0.0009
2022-03-21,444.38, 2022-03-28,7.0,411.0,33.58,0.0055000000000000005
2022-02-24,428.06, 2022-03-09,13.0,414.0,17.880000000000003,0.0033
2021-11-11,463.81, 2022-01-21,71.0,498.0,0.8200000000000001,0.0033
2021-03-23,389.59, 2021-03-31,8.0,445.0,0.005,0.0001
2022-02-28,436.52, 2022-03-07,7.0,442.0,3.38,0.0037
2022-03-01,429.99, 2022-07-15,135.96,570.0,0.105,0.0032
2022-01-24,439.88, 2022-03-18,52.96,426.0,25.415,0.002
2022-05-09,398.33, 2022-09-16,130.0,471.0,1.68,0.0092
2021-07-08,430.87, 2021-08-20,43.0,510.0,0.005,0.0006
2020-08-25,344.12, 2021-09-17,388.0,425.0,2.49,0.0011
2021-12-01,450.44, 2022-01-21,51.0,456.0,11.76,0.0006
2022-01-11,469.63, 2022-01-31,20.0,504.0,0.035,0.0012
2021-04-09,411.44, 2021-05-03,24.0,387.0,25.53,0.0002
2021-12-22,467.71, 2023-01-20,394.0,345.0,132.415,0.0008
2022-04-18,437.95, 2022-05-11,23.0,424.0,18.195,0.008199999999999999
2021-03-22,392.53, 2023-12-15,998.04,540.0,6.6,0.0003
2022-07-26,390.92, 2023-06-16,325.0,705.0,0.06,0.0248
2020-08-11,332.8, 2020-08-28,17.0,390.0,0.01,0.0011
2021-07-09,435.44, 2021-12-17,161.04,429.0,21.98,0.0006
2021-06-28,427.49, 2021-07-02,4.0,495.0,0.005,0.0005
2021-01-14,378.45, 2021-02-12,29.0,240.0,138.685,0.0009
2021-05-10,417.91, 2021-06-30,51.0,349.0,69.81,0.0002
2022-03-23,443.84, 2024-12-20,1003.04,625.0,9.0,0.005
2022-03-02,437.79, 2022-07-15,134.96,345.0,97.475,0.0033
2021-06-29,427.69, 2021-07-02,3.0,417.5,10.255,0.0004
2020-10-14,347.93, 2020-10-21,7.0,336.0,12.635,0.0012
2022-10-13,365.96, 2022-12-30,78.04,329.0,45.125,0.0364
2021-06-25,426.63, 2023-12-15,903.04,360.0,87.825,0.0006
2020-03-30,261.56, 2020-03-31,1.0,203.0,58.69,0.0012
2020-10-09,346.73, 2021-01-15,98.04,225.0,122.555,0.001
2021-11-08,468.99, 2022-06-17,220.96,397.0,80.53999999999999,0.0006
2020-11-20,355.34, 2021-05-21,181.96,393.0,4.59,0.0007000000000000001
2021-06-30,428.14, 2021-10-15,107.0,585.0,0.01,0.0005
2020-04-13,275.63, 2020-04-17,4.0,191.0,84.595,0.0026
2020-05-11,292.62, 2020-06-05,25.0,297.0,4.5600000000000005,0.0012
2022-07-21,398.82, 2022-08-17,27.0,409.0,4.27,0.024
2021-06-03,418.82, 2021-06-18,15.0,205.0,213.84,0.0002
2021-05-04,415.64, 2021-05-12,8.0,426.0,0.155,0.0002
2020-10-08,343.65, 2020-12-18,71.04,360.0,6.609999999999999,0.0009
2020-12-04,369.81, 2020-12-09,5.0,399.0,0.005,0.0009
2020-10-09,346.73, 2020-10-23,14.0,280.0,66.93,0.001
2020-04-20,281.76, 2020-05-01,11.0,330.0,0.03,0.0012
2020-06-17,311.66, 2021-12-17,548.04,303.0,38.415,0.0017000000000000001
2020-03-20,228.95, 2021-03-19,364.0,251.0,19.675,0.0005
2022-06-09,401.48, 2022-07-01,22.0,395.0,12.975,0.0126
2020-05-01,282.83, 2020-11-20,203.04,372.0,0.3299999999999999,0.0012
2020-03-04,313.05, 2020-10-16,225.96,315.0,17.77,0.0070999999999999995
2022-01-14,464.66, 2022-02-22,39.0,510.0,0.065,0.0013
2021-02-01,376.19, 2021-02-05,4.0,345.0,31.84,0.0007000000000000001
2020-12-18,369.23, 2021-01-29,42.0,342.0,31.03,0.0008
2020-02-24,322.42, 2020-03-30,34.96,333.0,2.395,0.015
2021-08-10,442.67, 2021-11-19,101.04,399.0,48.255,0.0005
2020-01-16,330.86, 2021-12-17,701.0,325.0,31.895,0.0152
2021-06-08,422.27, 2021-07-16,38.0,432.0,2.01,0.0002
2022-02-14,438.98, 2023-06-16,486.96,520.0,9.84,0.0045000000000000005
2021-06-08,422.27, 2021-07-23,45.0,260.0,162.36,0.0002
2022-09-28,370.49, 2025-01-17,842.04,215.0,171.75,0.0329
2022-09-28,370.49, 2022-10-03,5.0,380.0,1.185,0.0329
2020-10-27,338.33, 2021-04-16,171.0,335.0,23.805,0.001
2021-11-24,469.44, 2021-12-31,37.0,345.0,124.67,0.0006
2022-04-27,417.21, 2022-05-18,21.0,442.0,1.31,0.008199999999999999
2021-03-26,395.84, 2021-06-30,96.0,302.0,95.605,0.0002
2020-10-28,326.67, 2021-03-19,142.0,302.0,39.485,0.001
2021-08-23,447.27, 2021-09-17,25.0,363.0,84.41,0.0005
2020-09-21,327.13, 2021-09-17,361.0,475.0,0.72,0.001
2020-10-21,342.65, 2021-01-15,86.04,165.0,178.07,0.001
2021-11-23,468.29, 2023-01-20,423.0,265.0,205.19,0.0006
2021-08-17,443.95, 2023-03-17,577.0,295.0,153.0,0.0007000000000000001
2021-11-02,461.87, 2021-12-31,59.04,418.0,46.35,0.0005
2020-04-01,246.04, 2021-01-15,289.04,410.0,0.1399999999999999,0.0009
2020-11-05,350.21, 2020-12-02,27.0,373.0,0.995,0.001
2020-07-15,321.98, 2020-07-29,14.0,287.0,35.39,0.0016
2020-10-16,347.24, 2020-10-26,10.0,285.0,62.49,0.0011
2022-11-30,407.54, 2023-01-06,37.0,440.0,0.61,0.042699999999999995
2020-08-26,347.63, 2021-01-15,142.04,259.0,90.9,0.0011
2021-12-16,466.42, 2022-05-20,154.96,452.0,32.07,0.0005
2021-12-13,466.71, 2022-09-30,290.96,385.0,92.93,0.0005
2021-08-03,441.17, 2021-08-18,15.0,414.0,27.75,0.0005
2020-01-14,327.42, 2020-12-31,352.0,353.0,6.074999999999999,0.0154
2021-11-22,467.41, 2022-06-17,206.96,345.0,126.275,0.0005
2021-02-02,381.47, 2021-03-12,38.0,363.0,24.085,0.0007000000000000001
2020-01-16,330.86, 2020-01-17,1.0,70.0,260.845,0.0152
2022-07-14,377.96, 2022-07-27,13.0,335.0,43.235,0.0233
2021-08-06,442.47, 2022-06-17,315.0,445.0,25.56,0.0006
2021-09-16,447.15, 2023-03-17,547.0,280.0,170.0,0.0004
2021-10-27,453.92, 2022-02-18,114.04,515.0,0.33,0.0006
2022-07-15,385.09, 2022-07-20,5.0,356.0,28.950000000000003,0.0229
2021-04-06,406.06, 2022-02-18,318.04,555.0,0.31,0.0002
2020-01-24,328.74, 2020-12-31,342.0,245.0,86.565,0.0151
2022-03-22,449.59, 2022-04-06,15.0,414.0,36.535,0.0051
2022-03-24,450.42, 2022-04-18,25.0,405.0,46.395,0.005
2022-11-10,394.62, 2023-06-16,217.96,380.0,41.095,0.0409
2020-07-31,326.42, 2021-06-18,322.0,185.0,142.535,0.0009
2020-08-06,334.31, 2020-12-31,147.04,253.0,84.08500000000001,0.001
2022-01-04,477.56, 2022-09-30,268.96,461.0,41.055,0.0008
2021-11-18,469.72, 2022-05-20,182.96,439.0,44.81,0.0005
2020-11-20,355.34, 2020-12-11,21.0,302.0,53.925,0.0007000000000000001
2020-01-31,321.75, 2020-06-30,150.96,307.0,23.33,0.0152
2021-12-27,477.26, 2021-12-31,4.0,477.0,2.47,0.0006
2020-02-28,296.24, 2021-06-18,475.96,305.0,20.005000000000003,0.0125
2021-10-11,434.69, 2022-09-30,354.0,490.0,7.655,0.0125
2020-10-07,340.75, 2021-03-19,163.0,105.0,236.13,0.001
2022-09-12,410.94, 2022-11-18,67.04,605.0,0.01,0.030899999999999997
2022-05-23,396.83, 2022-05-25,2.0,399.0,2.775,0.010700000000000001
2020-02-10,334.75, 2020-09-18,220.96,195.0,140.0,0.0155
2022-03-25,452.55, 2024-12-20,1001.04,250.0,214.94,0.0053
2022-07-28,406.04, 2022-08-10,13.0,315.0,91.28,0.0235
2022-06-22,374.35, 2022-07-25,33.0,396.0,3.475,0.015700000000000002
2022-03-21,444.38, 2022-03-25,4.0,325.0,119.35,0.0055000000000000005
2021-12-02,457.53, 2022-03-31,118.96,376.0,86.33500000000001,0.0005
2021-07-06,432.88, 2021-07-19,13.0,425.0,9.325,0.0005
2020-02-07,332.24, 2020-03-20,41.96,283.0,50.13,0.015300000000000001
2022-08-26,405.31, 2022-09-09,14.0,456.0,0.01,0.0278
2020-09-17,335.84, 2021-12-17,456.04,70.0,265.56,0.0009
2021-01-26,383.83, 2021-02-19,24.0,332.0,52.54,0.0007000000000000001
2022-07-07,388.97, 2022-12-30,176.04,280.0,114.17,0.0189
2020-08-21,339.45, 2020-09-08,18.0,365.0,0.02,0.001
2020-10-21,342.65, 2021-03-19,149.0,207.0,136.88,0.001
2022-12-26,382.91, 2023-01-27,32.0,379.0,12.555,0.001
2022-05-12,392.37, 2022-05-27,15.0,463.0,0.025,0.0095
2020-11-18,356.25, 2020-12-07,19.0,388.0,0.055,0.0009
2020-03-05,302.51, 2022-03-18,742.96,225.0,83.755,0.0060999999999999995
2020-04-02,251.99, 2021-01-15,288.04,30.0,221.825,0.0009
2021-03-04,376.68, 2021-04-23,49.96,395.0,3.2,0.0004
2021-09-21,433.74, 2022-01-21,122.04,365.0,74.19999999999999,0.0003
2021-03-24,387.49, 2021-04-28,35.0,380.0,13.375,0.0002
2020-05-26,299.2, 2020-08-21,87.0,205.0,94.49,0.0014000000000000002
2021-06-25,426.63, 2021-07-16,21.0,240.0,186.575,0.0006
2021-04-09,411.44, 2021-12-17,252.04,500.0,1.075,0.0002
2022-01-12,470.96, 2022-01-18,6.0,441.0,30.07,0.0012
2021-06-23,422.64, 2021-07-06,13.0,452.0,0.005,0.0005
2021-01-06,373.49, 2022-09-16,617.96,465.0,5.82,0.0009
2022-05-25,397.36, 2022-06-13,19.0,448.0,0.055,0.0105
2020-08-18,338.58, 2020-12-18,122.04,298.0,46.96,0.0009
2021-05-17,415.52, 2021-09-30,136.0,327.0,91.11,0.0002
2020-12-02,366.82, 2020-12-30,28.0,399.0,0.15,0.0009
2022-11-17,394.25, 2023-02-17,92.0,371.0,34.39,0.041299999999999996
2022-12-27,381.38, 2023-01-13,17.0,412.5,0.245,0.0435
2020-04-23,279.01, 2020-09-18,148.0,279.0,23.545,0.0011
2020-07-28,321.27, 2022-12-16,871.04,255.0,81.785,0.0011
2020-08-13,336.82, 2020-08-17,4.0,352.0,0.02,0.001
2020-09-23,322.54, 2021-09-17,359.0,270.0,66.685,0.0011
2022-03-31,451.77, 2022-03-31,0.0,330.0,122.81,0.0051
2020-05-19,292.21, 2020-06-08,20.0,285.0,11.565,0.0013
2021-09-08,450.97, 2021-09-08,0.0,440.0,10.97,0.0005
2021-10-22,453.15, 2023-01-20,455.04,620.0,0.6000000000000001,0.0006
2021-04-08,408.48, 2021-05-03,25.0,355.0,53.82,0.0001
2020-10-16,347.24, 2021-04-16,182.0,352.0,19.06,0.0011
2021-03-01,389.52, 2022-03-18,381.96,120.0,269.195,0.0005
2020-02-26,311.61, 2020-03-31,33.96,282.0,31.525,0.015
2021-07-21,434.55, 2021-09-30,71.0,453.0,2.54,0.0005
2020-01-30,327.62, 2020-02-26,27.0,297.0,31.48,0.0154
2020-03-13,270.94, 2020-09-18,189.0,273.0,24.35,0.0027
2020-06-24,304.15, 2020-09-30,98.0,310.0,14.145,0.0015
2021-06-21,420.84, 2021-07-23,32.0,500.0,0.005,0.0005
2020-07-23,322.96, 2022-03-18,603.0,230.0,100.025,0.0012
2021-01-06,373.49, 2021-05-21,134.96,284.0,92.855,0.0009
2022-04-13,443.37, 2024-12-20,982.04,640.0,7.305000000000001,0.0075
2020-12-28,372.22, 2021-06-30,183.96,355.0,32.275,0.0011
2020-06-24,304.15, 2020-12-31,190.04,215.0,93.105,0.0015
2022-02-01,452.88, 2022-02-28,27.0,525.0,0.015,0.002
2022-07-19,392.28, 2023-09-15,423.0,420.0,29.305,0.0246
2021-02-19,390.03, 2021-04-01,40.96,290.0,100.16,0.0004
2021-03-12,394.02, 2023-03-17,734.96,430.0,25.5,0.0004
2022-08-10,419.95, 2022-08-17,7.0,365.0,54.99,0.0256
2020-03-26,261.14, 2020-03-30,4.0,237.0,25.685,-0.0005
2021-10-13,435.18, 2021-10-29,16.0,380.0,55.29,0.0005
2020-08-04,330.06, 2020-08-17,13.0,313.0,17.725,0.0009
2021-10-27,453.92, 2022-06-30,246.0,375.0,86.795,0.0006
2022-01-24,439.88, 2023-01-20,361.0,380.0,78.815,0.002
2020-06-25,307.31, 2021-03-19,267.0,360.0,3.94,0.0016
2021-05-07,422.07, 2021-05-24,17.0,459.0,0.015,0.0002
2021-01-26,383.83, 2023-12-15,1053.0,220.0,167.49,0.0007000000000000001
2020-10-13,350.17, 2020-11-09,27.04,352.0,7.505,0.0011
2020-03-19,240.94, 2020-04-20,32.0,255.0,11.12,0.0004
2022-02-07,447.24, 2022-02-09,2.0,400.0,47.215,0.0028000000000000004
2022-12-09,393.29, 2023-01-20,42.0,600.0,0.005,0.04190000000000001
2022-06-01,409.64, 2022-09-16,107.0,359.0,58.12,0.011200000000000002
2021-02-23,387.52, 2021-12-31,311.0,390.0,28.34,0.0004
2022-08-23,412.33, 2022-09-26,34.0,320.0,93.0,0.0271
2021-05-26,419.02, 2022-12-16,569.04,495.0,7.125,0.0002
2022-12-08,396.26, 2025-01-17,771.0,185.0,218.75,0.0417
2020-05-26,299.2, 2021-12-17,570.04,371.0,4.404999999999999,0.0014000000000000002
2021-05-27,419.2, 2021-09-17,113.0,145.0,274.66,0.0002
2022-05-09,398.33, 2022-09-16,130.0,486.0,0.72,0.0092
2022-04-28,427.86, 2022-06-30,63.0,503.0,0.08,0.008100000000000001
2020-06-15,307.11, 2020-06-29,14.0,332.0,0.29,0.0018
2021-02-01,376.19, 2021-06-30,148.96,355.0,37.16,0.0007000000000000001
2021-01-20,383.85, 2021-04-16,85.96,335.0,53.125,0.0008
2022-06-29,380.37, 2022-07-08,9.0,359.0,22.19,0.0173
2021-09-02,453.21, 2021-09-22,20.0,483.0,0.015,0.0005
2020-06-15,307.11, 2021-03-31,289.0,280.0,44.245,0.0018
2022-03-18,444.27, 2022-03-31,13.0,570.0,0.005,0.0040999999999999995
2021-06-01,419.64, 2021-07-16,45.0,245.0,174.615,0.0002
2020-04-16,278.96, 2021-12-17,610.04,160.0,122.19,0.0014000000000000002
2022-01-21,438.16, 2022-12-16,329.0,250.0,190.85,0.0017000000000000001
2022-04-28,427.86, 2022-12-16,232.04,585.0,0.165,0.008100000000000001
2021-04-01,400.53, 2021-04-09,8.0,403.0,1.485,0.0002
2020-04-09,278.22, 2020-12-18,253.04,319.0,8.175,0.0025
2021-02-19,390.03, 2021-03-26,34.96,450.0,0.025,0.0004
2020-11-19,357.78, 2020-11-20,1.0,327.0,30.825,0.0007000000000000001
2021-05-05,415.72, 2021-07-16,72.0,405.0,18.73,0.0002
2021-10-21,453.63, 2021-11-05,15.0,452.0,4.965,0.0006
2022-03-01,429.99, 2022-03-18,16.96,418.0,19.245,0.0032
2021-05-07,422.07, 2021-05-28,21.0,340.0,82.345,0.0002
2020-06-09,320.94, 2021-03-19,283.0,204.0,118.23,0.0019
2021-05-10,417.91, 2021-06-09,30.0,285.0,132.97500000000002,0.0002
2021-02-19,390.03, 2021-09-17,209.96,430.0,6.484999999999999,0.0004
2022-12-22,380.72, 2022-12-27,5.0,381.0,2.49,0.0424
2020-10-26,339.52, 2021-01-15,81.04,197.0,142.635,0.0011
2020-06-25,307.31, 2020-12-18,176.04,249.0,65.86500000000001,0.0016
2022-04-01,452.92, 2022-05-13,42.0,365.0,88.8,0.0052
2022-02-16,446.65, 2022-02-28,12.0,478.0,0.035,0.0039000000000000003
2021-11-09,467.38, 2022-03-18,128.96,342.0,126.915,0.0004
2021-02-10,390.09, 2021-03-05,23.0,350.0,40.765,0.0005
2020-01-13,327.92, 2020-09-30,260.96,290.0,44.635000000000005,0.0154
2020-05-19,292.21, 2021-03-19,304.0,281.0,32.915,0.0013
2020-10-14,347.93, 2021-09-17,338.0,190.0,158.95999999999998,0.0012
2020-01-16,330.86, 2022-01-21,736.0,410.0,2.415,0.0152
2020-06-05,319.4, 2021-09-17,469.0,190.0,130.495,0.0015
2020-10-13,350.17, 2020-11-20,38.04,350.0,10.29,0.0011
2020-05-12,286.55, 2020-12-18,220.04,244.0,53.865,0.0013
2021-11-16,469.17, 2021-12-17,31.0,580.0,0.005,0.0005
2021-06-15,424.51, 2021-06-16,1.0,495.0,0.005,0.0003
2020-04-09,278.22, 2021-03-19,344.0,210.0,76.505,0.0025
2020-12-30,371.99, 2021-03-31,90.96,338.0,40.375,0.0008
2021-02-03,381.87, 2021-06-18,134.96,245.0,138.505,0.0004
2022-08-15,428.86, 2022-10-21,67.0,315.0,114.66,0.0263
2021-03-30,394.78, 2023-01-20,661.04,255.0,143.0,0.0002
2020-06-10,319.03, 2020-11-20,163.04,308.0,26.61,0.0017000000000000001
2020-01-16,330.86, 2020-06-19,154.96,307.0,29.615,0.0152
2021-07-02,433.76, 2021-07-12,10.0,424.0,10.175,0.0005
2020-07-24,320.91, 2022-12-16,875.04,170.0,152.245,0.0011
2021-04-16,417.35, 2022-12-16,609.04,575.0,1.975,0.0002
2020-01-10,325.64, 2020-05-15,125.96,250.0,77.10499999999999,0.0151
2020-08-04,330.06, 2020-12-31,149.04,238.0,93.96,0.0009
2021-07-15,434.65, 2023-12-15,883.04,215.0,220.0,0.0005
2022-08-04,414.2, 2023-06-16,316.0,245.0,174.4,0.0241
2022-03-01,429.99, 2022-03-07,6.0,407.0,24.145,0.0032
2021-08-11,443.73, 2023-03-17,583.0,170.0,273.5,0.0005
2021-11-18,469.72, 2022-06-17,210.96,442.0,44.13,0.0005
2022-09-19,388.54, 2022-10-03,14.0,475.0,0.01,0.0329
2021-09-24,443.92, 2021-10-11,17.0,437.0,9.52,0.0003
2022-02-24,428.06, 2022-03-02,6.0,380.0,47.98,0.0033
2020-06-26,299.98, 2021-06-18,357.0,460.0,0.295,0.0014000000000000002
2021-08-24,447.96, 2021-12-31,129.04,363.0,87.535,0.0005
2021-12-07,468.29, 2021-12-17,10.0,441.0,27.93,0.0006
2020-07-21,324.9, 2021-03-19,241.0,329.0,20.755000000000003,0.0013
2022-01-17,464.72, 2022-05-20,122.96,535.0,0.4599999999999999,0.0013
2020-07-29,325.01, 2022-03-18,597.0,425.0,2.895,0.0011
2021-07-13,435.72, 2021-08-20,38.0,454.0,0.63,0.0005
2020-10-23,345.64, 2021-01-15,84.04,355.0,9.78,0.001
2021-12-30,476.14, 2022-12-16,351.0,655.0,0.38,0.0005
2021-10-15,445.87, 2022-03-31,167.0,450.0,17.14,0.0005
2022-01-26,433.21, 2022-12-30,338.0,444.0,31.205,0.0019
2022-02-08,450.82, 2024-12-20,1046.0,595.0,13.0,0.0027
2020-11-13,358.1, 2020-11-25,12.0,180.0,178.185,0.0009
2022-06-29,380.37, 2024-01-19,569.04,430.0,24.995,0.0173
2020-12-08,370.2, 2021-06-18,191.96,425.0,2.12,0.0009
2022-06-03,410.59, 2022-06-08,5.0,385.0,25.675,0.011699999999999999
2022-08-05,413.44, 2023-03-17,224.0,195.0,219.865,0.0248
2021-12-21,463.01, 2024-12-20,1095.0,305.0,174.0,0.0007000000000000001
2022-06-10,389.81, 2023-12-15,553.04,670.0,0.72,0.0134
2021-02-25,382.3, 2021-02-26,1.0,225.0,157.655,0.0004
2021-07-12,437.2, 2021-12-31,172.04,471.0,3.935,0.0005
2020-11-09,354.53, 2021-06-30,232.96,360.0,19.33,0.0011
2021-08-26,446.33, 2022-02-18,176.04,359.0,91.44,0.0005
2022-01-17,464.72, 2022-01-26,9.0,424.0,41.510000000000005,0.0005
2022-05-25,397.36, 2022-06-01,7.0,422.0,0.0849999999999999,0.0105
2022-11-25,402.33, 2025-01-17,784.0,180.0,230.5,0.042199999999999994
2021-07-12,437.2, 2021-07-16,4.0,444.0,0.155,0.0005
2022-06-23,378.12, 2022-06-30,7.0,285.0,93.315,0.0159
2020-03-18,241.23, 2020-04-01,14.0,222.0,27.425,0.0002
2020-12-22,367.24, 2021-06-30,189.96,396.0,7.46,0.0009
2022-10-26,382.12, 2024-12-20,786.04,645.0,3.0,0.0394
2020-11-13,358.1, 2020-12-24,41.0,205.0,153.24,0.0009
2020-12-28,372.22, 2021-01-15,18.0,307.0,65.59,0.0011
2020-07-08,316.16, 2021-01-15,191.04,236.0,84.33500000000001,0.0015
2021-01-05,371.31, 2022-06-17,527.96,465.0,4.119999999999999,0.0009
2022-08-09,411.35, 2023-03-17,220.0,525.0,0.7949999999999999,0.0258
2021-05-27,419.2, 2021-09-17,113.0,255.0,164.915,0.0002
2020-07-14,318.89, 2020-08-28,45.0,330.0,5.085,0.0015
2020-08-21,339.45, 2021-12-17,483.04,415.0,4.35,0.001
2020-09-11,334.1, 2020-11-20,70.04,323.0,21.585,0.0011
2022-02-07,447.24, 2022-02-09,2.0,418.0,29.215000000000003,0.0028000000000000004
2021-06-25,426.63, 2021-07-06,11.0,449.0,0.005,0.0006
2021-10-27,453.92, 2021-11-19,23.04,333.0,121.025,0.0006
2020-01-14,327.42, 2021-09-17,611.96,390.0,3.06,0.0154
2020-07-20,324.27, 2020-08-12,23.0,180.0,144.495,0.0013
2022-06-09,401.48, 2022-07-08,29.0,510.0,0.015,0.0126
2021-08-03,441.17, 2021-12-17,136.04,458.0,7.885,0.0005
2021-06-08,422.27, 2021-06-18,10.0,457.0,0.005,0.0002
2021-08-04,439.02, 2021-08-16,12.0,398.0,41.135000000000005,0.0005
2022-02-07,447.24, 2022-02-23,16.0,480.0,0.055,0.0028000000000000004
2022-09-09,406.57, 2022-09-12,3.0,447.0,0.01,0.0298
2020-02-25,312.59, 2020-09-18,205.96,245.0,70.755,0.015
2021-07-19,424.93, 2021-07-28,9.0,445.0,0.035,0.0005
2022-02-10,449.28, 2022-06-17,126.96,105.0,344.235,0.0040999999999999995
2021-05-14,416.54, 2021-12-31,231.04,346.0,76.895,0.0001
2020-08-17,337.9, 2020-09-25,39.0,370.0,0.175,0.001
2020-12-02,366.82, 2021-04-16,134.96,210.0,156.885,0.0009
2022-08-15,428.86, 2022-08-22,7.0,359.0,69.91,0.0263
2022-04-06,446.58, 2022-04-29,23.0,467.0,0.55,0.0067
2022-05-31,412.8, 2023-12-15,563.04,380.0,70.355,0.0113
2020-03-03,300.32, 2020-11-20,262.0,290.0,28.130000000000003,0.009300000000000001
2022-09-27,363.39, 2022-10-10,13.0,413.0,0.025,0.0326
2021-12-15,470.59, 2022-01-28,44.0,380.0,90.665,0.0006
2020-07-07,313.75, 2022-01-21,563.04,115.0,198.74,0.0015
2020-11-12,353.33, 2021-01-15,64.0,374.0,3.13,0.001
2020-07-29,325.01, 2020-08-21,23.0,254.0,71.12,0.0011
2020-01-31,321.75, 2020-02-19,19.0,315.0,9.98,0.0152
2021-12-14,463.45, 2022-09-16,275.96,525.0,5.385,0.0005
2022-02-16,446.65, 2022-02-18,2.0,470.0,0.015,0.0039000000000000003
2021-05-27,419.2, 2022-03-18,295.0,379.0,53.555,0.0002
2020-01-15,328.16, 2020-01-24,9.0,317.5,10.955,0.0154
2022-09-27,363.39, 2022-10-12,15.0,395.0,0.425,0.0326
2022-01-28,441.85, 2022-03-11,42.0,490.0,0.4549999999999999,0.0019
2020-04-15,277.75, 2021-03-19,338.0,326.0,7.825,0.0014000000000000002
2021-08-31,451.6, 2022-06-30,303.0,468.0,18.025,0.0004
2022-12-21,386.21, 2023-09-15,267.96,300.0,99.55,0.042199999999999994
2020-08-06,334.31, 2020-08-21,15.0,362.0,0.035,0.001
2022-08-16,429.69, 2022-09-19,34.0,469.0,0.1699999999999999,0.026099999999999998
2021-05-26,419.02, 2021-12-17,205.04,359.0,66.685,0.0002
2021-03-10,389.48, 2021-06-30,111.96,356.0,41.05,0.0004
2022-05-09,398.33, 2022-05-25,16.0,459.0,0.045,0.0092
2020-07-21,324.9, 2020-08-26,36.0,345.0,1.125,0.0013
2021-06-21,420.84, 2022-03-18,270.0,120.0,301.13,0.0005
2020-07-20,324.27, 2020-10-16,88.0,228.0,97.36,0.0013
2022-12-12,398.92, 2024-12-20,739.0,305.0,124.75,0.0429
2021-05-27,419.2, 2023-12-15,932.04,320.0,112.75,0.0002
2020-01-29,326.62, 2020-01-29,0.0,333.0,0.005,0.015300000000000001
2022-08-08,413.01, 2023-09-15,403.0,515.0,6.05,0.025699999999999997
2020-07-23,322.96, 2020-09-18,57.0,296.0,31.595,0.0012
2022-08-19,422.14, 2022-08-31,12.0,469.0,0.005,0.0264
2021-02-25,382.3, 2021-03-19,21.96,375.0,14.239999999999998,0.0004
2020-08-14,336.85, 2020-09-09,26.0,304.0,33.754999999999995,0.001
2020-10-22,344.67, 2020-12-31,70.04,382.0,1.145,0.0009
2021-03-29,395.76, 2022-09-16,536.0,540.0,1.715,0.0003
2021-10-05,433.06, 2023-12-15,801.04,510.0,16.675,0.0004
2021-04-01,400.53, 2021-09-17,169.0,495.0,0.245,0.0002
2020-12-07,369.14, 2021-01-15,39.0,535.0,0.005,0.0008
2022-09-16,385.65, 2022-09-23,7.0,305.0,80.38,0.031
2022-02-11,440.47, 2022-05-20,97.96,469.0,6.0,0.0037
2020-03-19,240.94, 2020-04-03,15.0,160.0,81.195,0.0004
2021-05-24,419.12, 2021-07-02,39.0,415.0,10.015,0.0002
2021-06-29,427.69, 2021-07-30,31.0,411.0,19.095,0.0004
2022-02-08,450.82, 2022-03-31,50.96,489.0,0.575,0.0027
2020-06-11,300.69, 2020-10-16,127.0,295.0,24.465,0.0017000000000000001
2022-11-15,398.52, 2023-02-17,94.0,550.0,0.01,0.0414
2022-02-24,428.06, 2022-03-02,6.0,422.0,9.54,0.0033
2020-07-01,310.6, 2020-07-06,5.0,327.0,0.035,0.0014000000000000002
2020-03-12,247.91, 2020-07-17,127.0,220.0,44.52,0.0033
2022-03-23,443.84, 2022-04-06,14.0,465.0,0.39,0.005
2022-04-13,443.37, 2022-05-13,30.0,461.0,1.66,0.0075
2022-03-21,444.38, 2022-07-15,116.0,320.0,126.715,0.0055000000000000005
2020-08-18,338.58, 2021-03-31,225.0,232.0,108.825,0.0009
2022-11-22,399.9, 2023-12-15,388.0,545.0,2.03,0.0421
2021-07-28,438.86, 2022-06-17,324.0,650.0,0.055,0.0005
2021-10-13,435.18, 2021-10-29,16.0,412.0,24.23,0.0005
2020-02-27,297.68, 2020-09-18,203.96,355.0,0.72,0.014199999999999999
2020-10-02,334.02, 2020-10-23,21.0,225.0,109.08,0.0009
2021-12-01,450.44, 2023-12-15,744.0,615.0,4.41,0.0006
2021-11-26,458.97, 2021-12-23,27.0,280.0,178.035,0.0006
2022-11-25,402.33, 2022-11-25,0.0,453.0,0.005,0.042199999999999994
2022-12-02,406.87, 2025-03-21,839.96,520.0,19.0,0.042199999999999994
2020-06-26,299.98, 2020-07-29,33.0,155.0,145.165,0.0014000000000000002
2022-03-03,435.67, 2022-04-14,41.96,600.0,0.005,0.0037
2021-02-22,387.1, 2021-03-17,22.96,421.0,0.055,0.0003
2021-08-18,439.25, 2021-09-30,43.0,355.0,84.67,0.0007000000000000001
2022-02-22,429.65, 2022-03-23,28.96,455.0,1.73,0.0039000000000000003
2022-08-12,427.06, 2023-06-16,308.0,705.0,0.065,0.0253
2020-03-23,222.21, 2020-12-31,283.04,361.0,1.09,0.0002
